============================= test session starts ==============================
platform darwin -- Python 3.11.8, pytest-8.4.0, pluggy-1.6.0 -- /Users/nicholasbaro/Python/semant/venv/bin/python3.11
cachedir: .pytest_cache
rootdir: /Users/nicholasbaro/Python/semant
configfile: pytest.ini
plugins: anyio-4.9.0, cov-4.1.0, langsmith-0.3.43, mock-3.12.0, asyncio-1.0.0
asyncio: mode=Mode.AUTO, asyncio_default_fixture_loop_scope=function, asyncio_default_test_loop_scope=function
workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x144058110>
registry = <agents.core.agent_registry.AgentRegistry object at 0x142df4d50>

    @pytest.mark.asyncio
    async def test_registry_persistence(workflow_manager, registry):
        """Test registry persistence across workflow operations."""
        # Register agents
        agent1 = ResearchTestAgent(agent_id="research_1")
        agent2 = DataProcessorTestAgent(agent_id="processor_1")
    
        await agent1.initialize()  # Initialize before registration
        await agent2.initialize()  # Initialize before registration
    
        agent1_capabilities = await agent1.get_capabilities()
        agent2_capabilities = await agent2.get_capabilities()
    
        await registry.register_agent(agent1, agent1_capabilities)
        await registry.register_agent(agent2, agent2_capabilities)
    
        # Create workflow
>       workflow_id = await workflow_manager.create_workflow(
            name="Test Workflow",
            description="Test workflow description",
            required_capabilities={
                Capability(CapabilityType.RESEARCH, "1.0"),
                Capability(CapabilityType.DATA_PROCESSING, "1.0")
            }
        )

tests/test_workflow_manager.py:439: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 
agents/core/workflow_manager.py:123: in create_workflow
    await self.persistence.save_workflow(workflow)
agents/core/workflow_persistence.py:37: in save_workflow
    json.dump(workflow_data, f)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/__init__.py:179: in dump
    for chunk in iterable:
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:432: in _iterencode
    yield from _iterencode_dict(o, _current_indent_level)
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:406: in _iterencode_dict
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:326: in _iterencode_list
    yield from chunks
/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:439: in _iterencode
    o = _default(o)
        ^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ 

self = <json.encoder.JSONEncoder object at 0x105703890>
o = Capability(type=data_processing, version=1.0, parameters={}, metadata={})

    def default(self, o):
        """Implement this method in a subclass such that it returns
        a serializable object for ``o``, or calls the base implementation
        (to raise a ``TypeError``).
    
        For example, to support arbitrary iterators, you could
        implement default like this::
    
            def default(self, o):
                try:
                    iterable = iter(o)
                except TypeError:
                    pass
                else:
                    return list(iterable)
                # Let the base class default method raise the TypeError
                return JSONEncoder.default(self, o)
    
        """
>       raise TypeError(f'Object of type {o.__class__.__name__} '
                        f'is not JSON serializable')
E       TypeError: Object of type Capability is not JSON serializable

/Library/Frameworks/Python.framework/Versions/3.11/lib/python3.11/json/encoder.py:180: TypeError
__________________________ test_transaction_atomicity __________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x1440e0e10>
agent_registry = <agents.core.agent_registry.AgentRegistry object at 0x144272590>
test_capabilities = {Capability(type=knowledge_graph, version=1.0, parameters={}, metadata={}), Capability(type=data_processing, version=1...sor_data, version=1.0, parameters={}, metadata={}), Capability(type=research, version=1.0, parameters={}, metadata={})}

    @pytest.mark.asyncio
    async def test_transaction_atomicity(workflow_manager, agent_registry, test_capabilities):
        """Test that transactions are atomic."""
        # Create a workflow
>       workflow_id = await workflow_manager.create_workflow(
            name="Test Workflow",
            required_capabilities=test_capabilities,
            load_balancing_strategy="round_robin"
        )
E       TypeError: WorkflowManager.create_workflow() missing 1 required positional argument: 'description'

tests/test_workflow_manager.py:614: TypeError
_______________________________ test_retry_logic _______________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x142d8a850>
agent_registry = <agents.core.agent_registry.AgentRegistry object at 0x14407fe50>
test_capabilities = {Capability(type=knowledge_graph, version=1.0, parameters={}, metadata={}), Capability(type=data_processing, version=1...sor_data, version=1.0, parameters={}, metadata={}), Capability(type=research, version=1.0, parameters={}, metadata={})}

    @pytest.mark.asyncio
    async def test_retry_logic(workflow_manager, agent_registry, test_capabilities):
        """Test that retry logic works correctly."""
        # Create a workflow
>       workflow_id = await workflow_manager.create_workflow(
            name="Test Workflow",
            required_capabilities=test_capabilities,
            load_balancing_strategy="round_robin"
        )
E       TypeError: WorkflowManager.create_workflow() missing 1 required positional argument: 'description'

tests/test_workflow_manager.py:637: TypeError
_________________________ test_concurrent_transactions _________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x14281ead0>
agent_registry = <agents.core.agent_registry.AgentRegistry object at 0x14289ad10>
test_capabilities = {Capability(type=knowledge_graph, version=1.0, parameters={}, metadata={}), Capability(type=data_processing, version=1...sor_data, version=1.0, parameters={}, metadata={}), Capability(type=research, version=1.0, parameters={}, metadata={})}

    @pytest.mark.asyncio
    async def test_concurrent_transactions(workflow_manager, agent_registry, test_capabilities):
        """Test that concurrent transactions are handled correctly."""
        # Create multiple workflows
        workflow_ids = []
        for i in range(3):
>           workflow_id = await workflow_manager.create_workflow(
                name=f"Test Workflow {i}",
                required_capabilities=test_capabilities,
                load_balancing_strategy="round_robin"
            )
E           TypeError: WorkflowManager.create_workflow() missing 1 required positional argument: 'description'

tests/test_workflow_manager.py:662: TypeError
___________________________ test_transaction_timeout ___________________________

workflow_manager = <agents.core.workflow_manager.WorkflowManager object at 0x144213890>
agent_registry = <agents.core.agent_registry.AgentRegistry object at 0x142d50490>
test_capabilities = {Capability(type=knowledge_graph, version=1.0, parameters={}, metadata={}), Capability(type=data_processing, version=1...sor_data, version=1.0, parameters={}, metadata={}), Capability(type=research, version=1.0, parameters={}, metadata={})}

    @pytest.mark.asyncio
    async def test_transaction_timeout(workflow_manager, agent_registry, test_capabilities):
        """Test that transactions timeout correctly."""
        # Create a workflow
>       workflow_id = await workflow_manager.create_workflow(
            name="Test Workflow",
            required_capabilities=test_capabilities,
            load_balancing_strategy="round_robin"
        )
E       TypeError: WorkflowManager.create_workflow() missing 1 required positional argument: 'description'

tests/test_workflow_manager.py:693: TypeError
_____________________ test_workflow_persistence_versioning _____________________

persistence = <agents.core.workflow_persistence.WorkflowPersistence object at 0x142c43390>

    @pytest.mark.asyncio
    async def test_workflow_persistence_versioning(persistence):
        """Test workflow versioning functionality."""
        # Create initial workflow
        workflow = {
            "id": "test-workflow-2",
            "name": "Test Workflow",
            "description": "Test workflow for versioning",
            "required_capabilities": ["test_capability"],
            "state": "created",
            "created_at": time.time(),
            "updated_at": time.time(),
            "agents": [],
            "results": [],
            "version": "1.0"
        }
    
        # Save initial version
        await persistence.save_workflow(workflow)
    
        # Update workflow
        workflow["state"] = "updated"
        workflow["version"] = "1.1"
        workflow["updated_at"] = time.time()
    
        # Save updated version
        await persistence.save_workflow(workflow)
    
        # Get version history
        history = await persistence.get_workflow_history("test-workflow-2")
    
        # Verify version history (oldest first)
>       assert len(history) == 2
E       assert 0 == 2
E        +  where 0 = len([])

tests/test_workflow_persistence.py:103: AssertionError
______________________ test_workflow_persistence_recovery ______________________

persistence = <agents.core.workflow_persistence.WorkflowPersistence object at 0x142df1b50>

    @pytest.mark.asyncio
    async def test_workflow_persistence_recovery(persistence):
        """Test workflow recovery functionality."""
        # Create test workflow
        workflow = {
            "id": "test-workflow-3",
            "name": "Test Workflow",
            "description": "Test workflow for recovery",
            "required_capabilities": ["test_capability"],
            "state": "created",
            "created_at": time.time(),
            "updated_at": time.time(),
            "agents": [],
            "results": [],
            "version": "1.0"
        }
    
        # Save initial version
        await persistence.save_workflow(workflow)
